,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating
973,42,No,Travel_Rarely,Human Resources,0.625,3,Other,1006,Female,1,Healthcare Representative,Divorced,2270.45,8.0,Y,13,8,1,7.0,3,5,0,4,2.0,2.0,2.0,3,3
974,55,No,Travel_Rarely,Research & Development,1.875,2,Life Sciences,1007,Female,1,Sales Executive,Married,955.63,8.0,Y,20,8,1,34.0,3,1,0,0,3.0,1.0,3.0,3,4
975,33,No,Non-Travel,Research & Development,8.75,3,Other,1008,Male,1,Research Scientist,Divorced,1406.6,5.0,Y,12,8,0,11.0,2,9,1,7,4.0,2.0,2.0,3,3
976,41,No,Travel_Rarely,Research & Development,3.125,3,Medical,1009,Male,1,Sales Representative,Divorced,1581.97,1.0,Y,19,8,0,5.0,2,5,0,4,3.0,1.0,3.0,3,3
977,34,No,Non-Travel,Research & Development,4.375,4,Medical,1010,Female,1,Research Scientist,Divorced,2551.38,1.0,Y,21,8,0,15.0,5,15,0,7,4.0,3.0,3.0,2,4
978,53,No,Non-Travel,Research & Development,6.25,4,Medical,1011,Male,2,Healthcare Representative,Married,269.09999999999997,4.0,Y,13,8,2,27.0,2,3,0,2,1.0,3.0,2.0,4,3
979,43,No,Travel_Rarely,Sales,10.0,2,Marketing,1012,Female,1,Laboratory Technician,Single,881.66,0.0,Y,16,8,1,10.0,2,9,1,8,2.0,4.0,3.0,3,3
980,34,No,Travel_Rarely,Sales,6.25,2,Life Sciences,1013,Female,5,Sales Executive,Single,1011.27,5.0,Y,12,8,1,6.0,2,2,2,2,4.0,4.0,3.0,3,3
981,21,Yes,Travel_Rarely,Sales,0.625,2,Marketing,1014,Male,5,Healthcare Representative,Single,362.83,1.0,Y,14,8,0,1.0,3,1,1,0,2.0,2.0,3.0,4,3
982,38,No,Travel_Rarely,Research & Development,5.0,2,Life Sciences,1015,Female,2,Sales Executive,Married,416.13,1.0,Y,11,8,1,5.0,3,5,0,4,4.0,3.0,3.0,2,3
983,22,Yes,Travel_Rarely,Research & Development,0.625,3,Other,1016,Male,4,Research Scientist,Married,645.8399999999999,1.0,Y,14,8,0,1.0,3,1,0,0,3.0,1.0,3.0,3,3
984,31,No,Travel_Rarely,Research & Development,5.0,5,Life Sciences,1017,Male,5,Sales Executive,Married,1705.6,1.0,Y,12,8,2,13.0,6,12,5,7,1.0,4.0,3.0,2,3
985,51,No,Travel_Rarely,Research & Development,0.625,4,Life Sciences,1018,Female,1,Manager,Married,524.29,2.0,Y,14,8,0,15.0,2,2,2,2,1.0,3.0,3.0,3,3
986,37,No,Travel_Rarely,Research & Development,15.0,1,Life Sciences,1019,Male,2,Sales Executive,Married,427.83,1.0,Y,16,8,3,5.0,2,5,0,3,2.0,2.0,3.0,2,3
987,46,No,Travel_Rarely,Sales,1.875,4,Marketing,1020,Female,1,Sales Representative,Divorced,555.36,7.0,Y,13,8,0,24.0,3,2,2,2,3.0,4.0,3.0,4,3
988,36,No,Travel_Rarely,Research & Development,16.875,3,Technical Degree,1021,Female,4,Research Scientist,Married,657.28,7.0,Y,12,8,0,15.0,2,12,5,7,4.0,1.0,3.0,2,3
989,44,Yes,Travel_Frequently,Sales,6.25,4,Life Sciences,1022,Male,1,Research Scientist,Divorced,369.71999999999997,1.0,Y,12,8,0,6.0,2,5,2,3,3.0,2.0,2.0,4,3
990,37,No,Travel_Rarely,Research & Development,11.875,2,Technical Degree,1023,Male,2,Sales Executive,Divorced,351.39,2.0,Y,14,8,0,19.0,2,10,4,7,3.0,2.0,2.0,3,3
991,35,Yes,Travel_Rarely,Research & Development,9.375,4,Life Sciences,1024,Male,2,Research Scientist,Single,247.51999999999998,1.0,Y,22,8,1,10.0,4,10,7,7,3.0,4.0,3.0,3,4
992,33,No,Travel_Rarely,Research & Development,5.0,5,Medical,1025,Male,2,Laboratory Technician,Married,1069.12,6.0,Y,19,8,0,14.0,3,10,7,6,4.0,1.0,3.0,3,3
993,28,No,Travel_Rarely,Sales,5.625,3,Medical,1026,Female,2,Sales Executive,Married,619.5799999999999,1.0,Y,12,8,0,5.0,3,5,0,3,3.0,4.0,4.0,3,3
994,39,No,Travel_Rarely,Sales,1.875,4,Marketing,1027,Female,2,Laboratory Technician,Single,339.3,7.0,Y,12,8,0,9.0,2,4,2,2,3.0,3.0,3.0,2,3
995,46,No,Non-Travel,Research & Development,5.625,2,Life Sciences,1028,Male,2,Manufacturing Director,Single,745.03,8.0,Y,17,8,0,6.0,2,2,2,2,2.0,2.0,3.0,3,3
996,40,No,Travel_Rarely,Research & Development,1.25,2,Medical,1029,Male,1,Research Director,Married,330.07,4.0,Y,12,8,1,7.0,3,4,0,2,3.0,1.0,2.0,3,3
997,42,No,Travel_Rarely,Research & Development,4.375,4,Other,1030,Female,2,Laboratory Technician,Married,742.8199999999999,5.0,Y,11,8,0,10.0,2,0,0,0,2.0,1.0,2.0,3,3
998,35,No,Non-Travel,Sales,6.25,1,Life Sciences,1031,Female,2,Research Director,Divorced,561.99,2.0,Y,18,8,3,15.0,3,7,1,7,2.0,4.0,3.0,3,3
999,38,No,Non-Travel,Sales,3.75,4,Marketing,1032,Male,3,Sales Executive,Divorced,953.68,5.0,Y,11,8,0,13.0,3,11,3,8,1.0,2.0,3.0,3,3
1000,34,Yes,Travel_Frequently,Research & Development,1.25,1,Life Sciences,1033,Male,1,Manufacturing Director,Married,1754.87,4.0,Y,23,8,2,11.0,2,7,0,7,4.0,1.0,2.0,4,4
1001,37,Yes,Travel_Rarely,Research & Development,15.0,3,Life Sciences,1034,Male,1,Laboratory Technician,Single,1788.54,1.0,Y,11,8,1,10.0,5,10,0,8,4.0,1.0,1.0,3,3
1002,39,No,Travel_Frequently,Research & Development,1.25,1,Medical,1035,Male,2,Healthcare Representative,Divorced,670.15,2.0,Y,18,8,1,7.0,3,2,2,2,3.0,4.0,3.0,2,3
1003,43,No,Non-Travel,Human Resources,5.0,5,Medical,1036,Female,3,Sales Executive,Single,293.53999999999996,4.0,Y,18,8,0,7.0,2,3,1,2,1.0,3.0,2.0,3,3
1004,41,No,Travel_Rarely,Research & Development,1.875,3,Life Sciences,1037,Male,3,Research Scientist,Single,467.60999999999996,3.0,Y,13,8,1,11.0,2,3,1,2,2.0,2.0,1.0,1,3
1005,41,No,Travel_Rarely,Research & Development,0.625,1,Technical Degree,1038,Male,3,Laboratory Technician,Divorced,326.95,0.0,Y,18,8,0,23.0,2,22,13,5,3.0,3.0,4.0,2,3
1006,30,No,Travel_Rarely,Sales,16.25,3,Marketing,1039,Female,2,Manager,Single,574.6,9.0,Y,11,8,0,9.0,3,7,0,2,1.0,3.0,3.0,3,3
1007,26,Yes,Travel_Rarely,Human Resources,1.25,1,Technical Degree,1040,Female,3,Sales Executive,Married,855.14,0.0,Y,15,8,2,6.0,3,5,1,4,4.0,2.0,3.0,2,3
1008,46,Yes,Travel_Rarely,Research & Development,6.25,3,Medical,1041,Male,1,Sales Executive,Married,574.86,4.0,Y,11,8,1,13.0,2,9,3,7,4.0,2.0,4.0,3,3
1009,40,No,Travel_Rarely,Sales,16.875,2,Medical,1042,Female,3,Sales Executive,Divorced,1335.62,4.0,Y,18,8,0,12.0,3,5,0,3,3.0,4.0,3.0,3,3
1010,34,No,Travel_Rarely,Research & Development,1.25,3,Life Sciences,1043,Male,2,Laboratory Technician,Married,694.5899999999999,1.0,Y,14,8,0,10.0,5,10,4,8,2.0,3.0,3.0,2,3
1011,58,No,Non-Travel,Research & Development,1.25,4,Medical,1044,Male,1,Laboratory Technician,Divorced,308.88,4.0,Y,12,8,1,37.0,3,16,14,14,2.0,2.0,2.0,3,3
1012,35,No,Travel_Rarely,Research & Development,5.0,1,Technical Degree,1045,Female,3,Manufacturing Director,Married,694.98,0.0,Y,14,8,0,6.0,3,5,0,3,2.0,3.0,4.0,2,3
1013,47,No,Travel_Rarely,Research & Development,11.875,5,Medical,1046,Female,2,Research Scientist,Divorced,367.51,8.0,Y,14,8,1,28.0,3,22,14,10,3.0,2.0,3.0,3,3
1014,40,No,Travel_Rarely,Research & Development,0.625,4,Life Sciences,1047,Male,2,Manager,Divorced,2592.5899999999997,2.0,Y,13,8,1,15.0,3,7,7,7,2.0,1.0,3.0,3,3
1015,54,No,Travel_Rarely,Sales,16.875,4,Medical,1048,Male,1,Research Scientist,Married,407.03,4.0,Y,14,8,0,14.0,3,7,1,7,4.0,4.0,2.0,2,3
1016,31,No,Travel_Frequently,Sales,5.0,4,Other,1049,Female,3,Manufacturing Director,Married,331.76,2.0,Y,18,8,0,9.0,2,3,2,2,1.0,1.0,3.0,3,3
1017,28,No,Travel_Rarely,Sales,0.625,2,Life Sciences,1050,Male,3,Manager,Married,582.01,1.0,Y,15,8,0,3.0,6,3,1,2,3.0,1.0,3.0,3,3
1018,38,No,Travel_Rarely,Research & Development,11.875,3,Medical,1051,Female,2,Manufacturing Director,Married,841.62,2.0,Y,13,8,2,20.0,3,4,0,3,2.0,4.0,2.0,1,3
1019,26,No,Travel_Rarely,Sales,5.0,3,Marketing,1052,Female,1,Healthcare Representative,Single,394.28999999999996,1.0,Y,12,8,0,5.0,2,5,1,2,3.0,4.0,3.0,2,3
1020,58,No,Travel_Frequently,Research & Development,6.25,4,Technical Degree,1053,Female,1,Sales Representative,Married,381.68,2.0,Y,13,8,1,23.0,3,2,2,2,1.0,3.0,3.0,3,3
1021,18,No,Non-Travel,Research & Development,1.25,3,Life Sciences,1054,Male,3,Sales Representative,Single,2418.7799999999997,1.0,Y,24,8,2,0.0,4,0,0,0,2.0,3.0,1.0,3,4
1022,31,Yes,Travel_Rarely,Research & Development,1.25,3,Life Sciences,1055,Male,3,Laboratory Technician,Married,281.84,0.0,Y,14,8,1,2.0,2,1,0,0,4.0,1.0,3.0,3,3
1023,29,Yes,Travel_Rarely,Research & Development,5.0,2,Medical,1056,Male,1,Manager,Divorced,370.89,4.0,Y,14,8,1,4.0,5,2,2,0,1.0,1.0,3.0,2,3
1024,45,No,Non-Travel,Sales,0.625,4,Technical Degree,1057,Male,1,Research Scientist,Married,2216.24,4.0,Y,15,8,0,10.0,3,8,5,7,3.0,3.0,4.0,2,3
1025,36,No,Travel_Rarely,Sales,1.25,3,Technical Degree,1058,Female,5,Laboratory Technician,Married,297.7,4.0,Y,11,8,0,15.0,5,1,0,0,4.0,2.0,3.0,3,3
1026,43,No,Travel_Frequently,Sales,5.0,3,Medical,1059,Male,1,Research Director,Married,468.0,1.0,Y,23,8,0,7.0,2,7,7,7,1.0,4.0,3.0,3,4
1027,27,No,Travel_Frequently,Sales,5.0,4,Life Sciences,1060,Male,5,Research Scientist,Single,273.90999999999997,0.0,Y,13,8,0,6.0,2,5,0,2,4.0,4.0,2.0,3,3
1028,29,No,Travel_Frequently,Research & Development,3.75,2,Medical,1061,Male,1,Human Resources,Married,534.9499999999999,1.0,Y,11,8,0,11.0,1,11,3,10,4.0,4.0,4.0,3,3
1029,32,No,Travel_Frequently,Sales,5.625,4,Life Sciences,1062,Male,4,Sales Executive,Single,562.51,8.0,Y,13,8,0,4.0,4,0,0,0,4.0,4.0,4.0,3,3
1030,42,No,Non-Travel,Research & Development,6.875,3,Medical,1063,Male,1,Manager,Married,2321.2799999999997,3.0,Y,18,8,0,10.0,2,6,3,3,3.0,3.0,2.0,3,3
1031,47,No,Travel_Rarely,Sales,1.25,2,Life Sciences,1064,Female,5,Manager,Single,415.47999999999996,4.0,Y,14,8,1,7.0,3,2,2,0,2.0,3.0,3.0,2,3
1032,46,No,Travel_Rarely,Human Resources,0.625,3,Life Sciences,1065,Female,1,Laboratory Technician,Divorced,2480.5299999999997,3.0,Y,21,8,0,12.0,2,9,4,7,4.0,4.0,2.0,3,4
1033,28,No,Non-Travel,Research & Development,4.375,3,Life Sciences,1066,Male,1,Sales Executive,Divorced,1165.58,1.0,Y,16,8,1,3.0,3,3,2,2,3.0,4.0,3.0,2,3
1034,29,No,Travel_Rarely,Research & Development,10.0,3,Medical,1067,Female,1,Manufacturing Director,Divorced,287.3,8.0,Y,11,8,1,11.0,4,7,1,6,4.0,3.0,3.0,3,3
1035,42,No,Travel_Rarely,Sales,1.25,4,Medical,1068,Female,2,Research Director,Single,590.0699999999999,4.0,Y,17,8,1,8.0,5,0,0,0,4.0,3.0,3.0,3,3
1036,32,Yes,Travel_Rarely,Research & Development,0.625,1,Medical,1069,Male,2,Laboratory Technician,Single,356.33,7.0,Y,11,8,0,7.0,3,2,2,2,3.0,2.0,2.0,3,3
1037,46,No,Travel_Rarely,Research & Development,14.375,1,Life Sciences,1070,Male,2,Laboratory Technician,Divorced,453.83,2.0,Y,14,8,0,25.0,0,19,2,8,1.0,1.0,3.0,3,3
1038,27,No,Travel_Rarely,Sales,1.25,3,Life Sciences,1071,Female,5,Research Scientist,Married,590.3299999999999,1.0,Y,14,8,2,9.0,4,9,5,8,2.0,3.0,3.0,4,3
1039,29,No,Travel_Rarely,Research & Development,0.625,2,Medical,1072,Male,3,Sales Executive,Married,348.14,1.0,Y,25,8,1,1.0,3,1,0,0,4.0,2.0,3.0,3,4
1040,43,No,Travel_Rarely,Research & Development,0.625,3,Life Sciences,1073,Male,1,Manufacturing Director,Married,959.27,7.0,Y,13,8,2,21.0,3,16,6,14,1.0,3.0,3.0,2,3
1041,48,No,Travel_Rarely,Research & Development,1.25,3,Life Sciences,1074,Female,2,Manager,Married,815.36,4.0,Y,14,8,0,29.0,3,22,12,9,4.0,2.0,3.0,2,3
1042,29,Yes,Travel_Frequently,Research & Development,8.125,2,Life Sciences,1075,Female,1,Laboratory Technician,Single,678.6,1.0,Y,17,8,0,1.0,3,1,1,0,4.0,4.0,2.0,2,3
1043,46,Yes,Travel_Rarely,Research & Development,2.5,4,Medical,1076,Female,2,Sales Representative,Married,356.59,5.0,Y,25,8,1,14.0,1,8,0,7,3.0,2.0,3.0,4,4
1044,27,No,Travel_Frequently,Research & Development,10.0,4,Medical,1077,Male,3,Healthcare Representative,Married,649.74,0.0,Y,20,8,2,8.0,3,7,7,3,4.0,1.0,2.0,3,4
1045,55,No,Travel_Rarely,Research & Development,1.25,3,Life Sciences,1079,Female,1,Human Resources,Married,361.53,8.0,Y,13,8,1,19.0,2,5,0,4,2.0,4.0,4.0,3,3
1046,28,No,Travel_Rarely,Research & Development,18.125,2,Life Sciences,1080,Male,2,Laboratory Technician,Married,890.76,1.0,Y,18,8,1,1.0,2,1,0,0,2.0,2.0,3.0,4,3
1047,30,Yes,Travel_Rarely,Sales,7.5,4,Life Sciences,1081,Female,2,Sales Executive,Single,643.5,1.0,Y,12,8,2,1.0,3,1,0,0,2.0,4.0,2.0,3,3
1048,22,Yes,Travel_Rarely,Research & Development,10.0,2,Life Sciences,1082,Female,2,Laboratory Technician,Single,465.27,1.0,Y,19,8,3,1.0,3,1,0,0,4.0,2.0,3.0,3,3
1049,36,No,Travel_Rarely,Research & Development,6.875,3,Life Sciences,1083,Male,1,Sales Executive,Married,1714.83,1.0,Y,14,8,1,10.0,2,10,1,7,2.0,3.0,3.0,2,3
1050,31,No,Travel_Rarely,Research & Development,1.25,4,Life Sciences,1084,Female,5,Manager,Divorced,1349.01,1.0,Y,14,8,0,10.0,2,10,0,2,2.0,3.0,3.0,3,3
1051,34,No,Travel_Rarely,Sales,8.75,2,Technical Degree,1085,Female,1,Sales Executive,Married,290.55,2.0,Y,14,8,1,9.0,2,5,1,0,3.0,4.0,3.0,3,3
1052,29,No,Travel_Rarely,Research & Development,3.125,5,Life Sciences,1086,Female,1,Sales Executive,Single,1365.26,3.0,Y,12,8,0,11.0,4,3,1,2,4.0,1.0,3.0,2,3
1053,37,No,Travel_Rarely,Research & Development,4.375,2,Medical,1087,Male,1,Manufacturing Director,Married,261.43,5.0,Y,13,8,0,16.0,4,5,0,4,4.0,1.0,3.0,4,3
1054,35,No,Travel_Rarely,Sales,1.25,1,Technical Degree,1088,Male,2,Laboratory Technician,Married,241.67,0.0,Y,25,8,1,4.0,2,3,0,2,4.0,2.0,3.0,2,4
1055,45,No,Travel_Rarely,Research & Development,1.875,3,Medical,1089,Female,2,Sales Executive,Married,488.79999999999995,0.0,Y,14,8,1,10.0,2,9,3,8,2.0,4.0,2.0,2,3
1056,36,No,Travel_Frequently,Research & Development,3.125,3,Medical,1090,Female,4,Manufacturing Director,Single,2311.27,1.0,Y,17,8,1,10.0,5,10,0,8,2.0,4.0,2.0,1,3
1057,40,No,Travel_Rarely,Research & Development,1.875,3,Other,1091,Male,1,Sales Executive,Divorced,888.29,2.0,Y,13,8,0,22.0,3,19,11,16,1.0,1.0,3.0,3,3
1058,26,No,Travel_Rarely,Research & Development,16.25,2,Life Sciences,1092,Male,2,Human Resources,Married,885.56,1.0,Y,13,8,0,1.0,2,1,1,0,2.0,3.0,2.0,2,3
1059,48,No,Travel_Frequently,Research & Development,1.25,3,Life Sciences,1094,Male,2,Research Director,Divorced,2566.2,3.0,Y,14,8,0,24.0,2,22,4,7,4.0,4.0,3.0,4,3
1060,44,No,Travel_Rarely,Sales,0.625,2,Medical,1095,Male,4,Manager,Married,2432.43,2.0,Y,12,8,1,10.0,0,2,2,2,2.0,1.0,3.0,3,3
1061,34,Yes,Non-Travel,Research & Development,16.875,2,Life Sciences,1096,Female,1,Sales Representative,Married,479.96,1.0,Y,12,8,1,5.0,5,5,3,0,4.0,1.0,3.0,3,3
1062,56,Yes,Travel_Rarely,Human Resources,0.625,2,Medical,1097,Female,5,Sales Executive,Single,332.66999999999996,1.0,Y,21,8,0,5.0,3,4,1,0,1.0,4.0,3.0,3,4
1063,36,No,Travel_Rarely,Research & Development,8.125,3,Technical Degree,1098,Female,3,Healthcare Representative,Married,327.21,2.0,Y,14,8,0,12.0,3,4,1,3,3.0,2.0,1.0,3,3
1064,41,No,Travel_Rarely,Research & Development,3.125,3,Life Sciences,1099,Female,1,Sales Executive,Married,860.99,5.0,Y,18,8,0,14.0,3,5,1,4,3.0,2.0,3.0,3,3
1065,42,No,Travel_Rarely,Research & Development,4.375,3,Technical Degree,1100,Female,2,Sales Executive,Married,2374.45,9.0,Y,12,8,1,18.0,4,13,5,7,3.0,1.0,4.0,3,3
1066,31,No,Travel_Rarely,Sales,5.625,4,Life Sciences,1101,Female,1,Sales Executive,Divorced,2096.12,2.0,Y,23,8,1,8.0,2,5,1,4,3.0,4.0,3.0,2,4
1067,34,No,Travel_Rarely,Research & Development,5.0,1,Life Sciences,1102,Female,3,Laboratory Technician,Married,336.05,3.0,Y,12,8,0,9.0,5,4,0,1,4.0,4.0,2.0,3,3
1068,31,No,Travel_Rarely,Sales,15.625,2,Life Sciences,1103,Female,3,Manufacturing Director,Divorced,2367.69,8.0,Y,21,8,2,4.0,3,2,2,2,1.0,3.0,2.0,4,4
1069,45,No,Travel_Frequently,Research & Development,5.0,4,Life Sciences,1105,Female,2,Manager,Single,389.21999999999997,4.0,Y,18,8,1,12.0,2,4,0,3,2.0,3.0,3.0,3,3
1070,33,No,Travel_Rarely,Sales,0.625,3,Life Sciences,1106,Female,5,Sales Executive,Single,158.98999999999998,1.0,Y,13,8,1,10.0,3,10,0,9,2.0,3.0,2.0,3,3
1071,28,No,Travel_Frequently,Sales,5.0,3,Life Sciences,1107,Male,4,Research Scientist,Married,145.34,1.0,Y,11,8,0,7.0,3,7,0,7,3.0,4.0,3.0,3,3
1072,29,Yes,Travel_Frequently,Human Resources,1.25,4,Human Resources,1108,Male,2,Sales Executive,Single,373.75,1.0,Y,11,8,0,1.0,3,1,0,0,3.0,1.0,3.0,3,3
1073,39,No,Non-Travel,Research & Development,5.0,5,Medical,1109,Female,2,Sales Representative,Married,2447.12,6.0,Y,19,8,1,10.0,4,3,1,2,1.0,3.0,3.0,3,3
1074,27,No,Travel_Rarely,Sales,1.875,2,Technical Degree,1110,Male,2,Healthcare Representative,Married,1765.01,1.0,Y,12,8,1,6.0,2,5,1,2,2.0,2.0,2.0,3,3
1075,34,No,Travel_Frequently,Research & Development,5.625,4,Life Sciences,1111,Female,2,Manufacturing Director,Married,341.25,1.0,Y,12,8,3,16.0,4,15,6,11,3.0,4.0,3.0,3,3
1076,28,Yes,Travel_Rarely,Research & Development,15.625,3,Technical Degree,1112,Male,1,Research Director,Single,2442.5699999999997,3.0,Y,16,8,1,6.0,4,2,2,2,4.0,3.0,3.0,3,3
1077,47,No,Non-Travel,Research & Development,0.625,4,Medical,1113,Male,1,Research Scientist,Married,589.9399999999999,8.0,Y,11,8,0,16.0,3,8,1,7,3.0,2.0,4.0,3,3
1078,56,No,Travel_Rarely,Research & Development,2.5,3,Technical Degree,1114,Female,2,Sales Executive,Married,2580.1099999999997,4.0,Y,14,8,0,6.0,6,0,0,0,4.0,1.0,3.0,3,3
1079,39,No,Travel_Rarely,Research & Development,0.625,3,Other,1115,Female,1,Laboratory Technician,Married,1366.56,1.0,Y,12,8,1,10.0,2,10,7,9,1.0,1.0,3.0,3,3
1080,38,No,Travel_Frequently,Research & Development,2.5,2,Medical,1116,Female,1,Manager,Divorced,577.72,1.0,Y,13,8,0,20.0,2,20,0,7,4.0,2.0,3.0,3,3
1081,58,No,Travel_Rarely,Sales,3.125,3,Marketing,1117,Male,5,Sales Representative,Married,280.02,4.0,Y,21,8,1,29.0,3,1,0,0,4.0,4.0,2.0,3,4
1082,32,Yes,Travel_Frequently,Research & Development,5.625,3,Life Sciences,1118,Male,2,Laboratory Technician,Single,2494.7,3.0,Y,17,8,1,8.0,2,4,0,3,1.0,3.0,3.0,3,3
1083,38,No,Travel_Rarely,Research & Development,1.875,4,Life Sciences,1119,Female,1,Sales Representative,Divorced,583.6999999999999,2.0,Y,21,8,1,10.0,1,5,0,3,2.0,4.0,4.0,3,4
1084,49,No,Travel_Frequently,Sales,6.875,4,Life Sciences,1120,Male,2,Research Scientist,Married,455.78,3.0,Y,11,8,1,28.0,4,5,4,3,2.0,4.0,3.0,2,3
1085,42,No,Travel_Rarely,Sales,0.625,3,Life Sciences,1121,Female,1,Sales Executive,Divorced,308.36,3.0,Y,12,8,1,14.0,3,0,0,0,2.0,4.0,3.0,3,3
1086,27,Yes,Travel_Frequently,Sales,5.0,1,Life Sciences,1122,Male,4,Laboratory Technician,Married,1330.03,1.0,Y,13,8,1,1.0,2,1,0,0,1.0,2.0,3.0,3,3
1087,35,No,Travel_Rarely,Research & Development,15.625,1,Medical,1123,Male,1,Sales Executive,Married,703.3,0.0,Y,18,8,0,6.0,4,5,0,4,2.0,1.0,1.0,3,3
1088,28,No,Non-Travel,Research & Development,13.125,1,Medical,1124,Male,3,Research Scientist,Single,1037.1399999999999,1.0,Y,16,8,2,5.0,2,5,1,4,3.0,3.0,2.0,3,3
1089,31,No,Non-Travel,Sales,14.375,1,Medical,1125,Male,1,Sales Executive,Divorced,502.71,1.0,Y,11,8,1,4.0,4,4,2,3,3.0,1.0,4.0,4,3
1090,36,No,Non-Travel,Research & Development,0.625,3,Life Sciences,1126,Male,2,Research Scientist,Married,368.94,1.0,Y,19,8,2,5.0,5,5,0,2,1.0,2.0,3.0,1,3
1091,34,No,Travel_Rarely,Sales,1.25,3,Marketing,1127,Male,4,Healthcare Representative,Single,610.35,1.0,Y,16,8,1,14.0,2,14,2,1,1.0,4.0,2.0,3,3
1092,34,No,Travel_Rarely,Research & Development,11.875,3,Technical Degree,1128,Female,1,Research Director,Divorced,434.07,1.0,Y,16,8,0,9.0,2,8,1,1,4.0,3.0,2.0,2,3
1093,26,No,Travel_Rarely,Research & Development,1.25,2,Life Sciences,1129,Male,2,Research Scientist,Single,270.4,0.0,Y,13,8,0,8.0,6,7,7,6,3.0,1.0,2.0,4,3
1094,29,No,Travel_Rarely,Research & Development,1.25,4,Other,1130,Male,2,Laboratory Technician,Married,272.47999999999996,0.0,Y,22,8,0,6.0,2,5,0,2,1.0,1.0,2.0,4,4
1095,32,No,Non-Travel,Research & Development,1.875,1,Life Sciences,1131,Male,3,Manager,Divorced,807.17,5.0,Y,17,8,1,9.0,5,5,1,2,3.0,4.0,3.0,4,3
1096,31,No,Travel_Frequently,Research & Development,15.625,5,Technical Degree,1132,Female,2,Human Resources,Married,2347.93,1.0,Y,14,8,1,10.0,2,10,8,7,4.0,1.0,3.0,3,3
1097,28,Yes,Travel_Rarely,Sales,4.375,5,Life Sciences,1133,Female,2,Sales Representative,Divorced,2225.99,5.0,Y,15,8,1,6.0,2,4,0,3,3.0,4.0,2.0,2,3
1098,38,No,Travel_Rarely,Research & Development,5.625,2,Technical Degree,1134,Male,3,Sales Representative,Single,308.36,4.0,Y,12,8,0,20.0,3,1,0,0,1.0,1.0,2.0,2,3
1099,35,No,Travel_Rarely,Research & Development,3.125,3,Life Sciences,1135,Male,2,Sales Representative,Married,634.79,1.0,Y,18,8,1,10.0,1,10,0,9,3.0,4.0,3.0,1,3
1100,27,No,Travel_Rarely,Sales,1.25,3,Life Sciences,1136,Female,1,Manager,Single,507.52,1.0,Y,15,8,0,7.0,2,7,0,7,4.0,4.0,3.0,3,3
1101,32,No,Travel_Rarely,Research & Development,5.0,1,Medical,1137,Female,2,Research Scientist,Single,601.51,8.0,Y,17,8,1,8.0,2,1,0,0,4.0,4.0,3.0,2,3
1102,31,Yes,Travel_Frequently,Research & Development,1.25,1,Other,1138,Male,3,Sales Executive,Married,922.2199999999999,1.0,Y,14,8,1,10.0,2,10,0,8,1.0,4.0,3.0,3,3
1103,53,Yes,Travel_Rarely,Research & Development,11.25,3,Medical,1139,Male,1,Research Scientist,Single,444.98999999999995,6.0,Y,15,8,1,15.0,4,2,2,2,1.0,1.0,2.0,3,3
1104,54,No,Travel_Rarely,Research & Development,8.75,3,Other,1140,Male,3,Research Scientist,Married,867.62,3.0,Y,17,8,1,9.0,2,4,2,3,1.0,3.0,2.0,3,3
1105,33,No,Travel_Frequently,Research & Development,1.25,4,Medical,1141,Female,4,Sales Executive,Divorced,2194.4,1.0,Y,14,8,3,9.0,2,9,2,8,4.0,3.0,3.0,3,3
1106,43,No,Travel_Rarely,Research & Development,1.875,3,Medical,1142,Male,1,Research Scientist,Married,1182.22,1.0,Y,12,8,1,10.0,0,10,0,9,1.0,3.0,3.0,3,3
1107,38,No,Travel_Frequently,Research & Development,1.25,5,Medical,1143,Female,4,Sales Executive,Married,1097.98,0.0,Y,14,8,0,7.0,3,6,1,2,4.0,2.0,3.0,2,3
1108,55,No,Travel_Rarely,Sales,5.625,3,Marketing,1144,Male,2,Laboratory Technician,Married,1549.08,4.0,Y,15,8,1,35.0,3,10,1,4,3.0,2.0,3.0,2,3
1109,31,No,Travel_Rarely,Sales,3.75,3,Other,1145,Male,1,Manufacturing Director,Divorced,589.42,1.0,Y,13,8,0,1.0,2,1,0,0,4.0,4.0,3.0,3,3
1110,39,No,Travel_Rarely,Research & Development,2.5,3,Life Sciences,1146,Male,2,Sales Executive,Single,1280.76,0.0,Y,12,8,1,21.0,5,20,11,10,2.0,1.0,3.0,2,3
1111,42,No,Non-Travel,Research & Development,6.25,4,Life Sciences,1147,Female,2,Research Scientist,Single,799.63,1.0,Y,13,8,1,20.0,3,20,3,7,4.0,3.0,3.0,3,3
1112,31,No,Non-Travel,Research & Development,8.75,2,Life Sciences,1148,Male,2,Healthcare Representative,Married,299.26,4.0,Y,14,8,0,13.0,3,11,4,8,3.0,3.0,4.0,3,3
