,Age,Attrition,DistanceFromHome,Education,EmployeeID,Gender,JobLevel,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,BusinessTravel_Non-Travel,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Human Resources,Department_Research & Development,Department_Sales,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single
1067,34,0,5.0,1,1102,0,3,336.05,3.0,12,8,0,9.0,5,4,0,1,4.0,4.0,2.0,3,3,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1068,31,0,15.625,2,1103,0,3,2367.69,8.0,21,8,2,4.0,3,2,2,2,1.0,3.0,2.0,4,4,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1069,45,0,5.0,4,1105,0,2,389.21999999999997,4.0,18,8,1,12.0,2,4,0,3,2.0,3.0,3.0,3,3,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1070,33,0,0.625,3,1106,0,5,158.98999999999998,1.0,13,8,1,10.0,3,10,0,9,2.0,3.0,2.0,3,3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1071,28,0,5.0,3,1107,1,4,145.34,1.0,11,8,0,7.0,3,7,0,7,3.0,4.0,3.0,3,3,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1072,29,1,1.25,4,1108,1,2,373.75,1.0,11,8,0,1.0,3,1,0,0,3.0,1.0,3.0,3,3,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1073,39,0,5.0,5,1109,0,2,2447.12,6.0,19,8,1,10.0,4,3,1,2,1.0,3.0,3.0,3,3,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1074,27,0,1.875,2,1110,1,2,1765.01,1.0,12,8,1,6.0,2,5,1,2,2.0,2.0,2.0,3,3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1075,34,0,5.625,4,1111,0,2,341.25,1.0,12,8,3,16.0,4,15,6,11,3.0,4.0,3.0,3,3,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1076,28,1,15.625,3,1112,1,1,2442.5699999999997,3.0,16,8,1,6.0,4,2,2,2,4.0,3.0,3.0,3,3,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1077,47,0,0.625,4,1113,1,1,589.9399999999999,8.0,11,8,0,16.0,3,8,1,7,3.0,2.0,4.0,3,3,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1078,56,0,2.5,3,1114,0,2,2580.1099999999997,4.0,14,8,0,6.0,6,0,0,0,4.0,1.0,3.0,3,3,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1079,39,0,0.625,3,1115,0,1,1366.56,1.0,12,8,1,10.0,2,10,7,9,1.0,1.0,3.0,3,3,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1080,38,0,2.5,2,1116,0,1,577.72,1.0,13,8,0,20.0,2,20,0,7,4.0,2.0,3.0,3,3,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1081,58,0,3.125,3,1117,1,5,280.02,4.0,21,8,1,29.0,3,1,0,0,4.0,4.0,2.0,3,4,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1082,32,1,5.625,3,1118,1,2,2494.7,3.0,17,8,1,8.0,2,4,0,3,1.0,3.0,3.0,3,3,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1083,38,0,1.875,4,1119,0,1,583.6999999999999,2.0,21,8,1,10.0,1,5,0,3,2.0,4.0,4.0,3,4,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1084,49,0,6.875,4,1120,1,2,455.78,3.0,11,8,1,28.0,4,5,4,3,2.0,4.0,3.0,2,3,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1085,42,0,0.625,3,1121,0,1,308.36,3.0,12,8,1,14.0,3,0,0,0,2.0,4.0,3.0,3,3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1086,27,1,5.0,1,1122,1,4,1330.03,1.0,13,8,1,1.0,2,1,0,0,1.0,2.0,3.0,3,3,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1087,35,0,15.625,1,1123,1,1,703.3,0.0,18,8,0,6.0,4,5,0,4,2.0,1.0,1.0,3,3,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1088,28,0,13.125,1,1124,1,3,1037.1399999999999,1.0,16,8,2,5.0,2,5,1,4,3.0,3.0,2.0,3,3,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1089,31,0,14.375,1,1125,1,1,502.71,1.0,11,8,1,4.0,4,4,2,3,3.0,1.0,4.0,4,3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1090,36,0,0.625,3,1126,1,2,368.94,1.0,19,8,2,5.0,5,5,0,2,1.0,2.0,3.0,1,3,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1091,34,0,1.25,3,1127,1,4,610.35,1.0,16,8,1,14.0,2,14,2,1,1.0,4.0,2.0,3,3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1092,34,0,11.875,3,1128,0,1,434.07,1.0,16,8,0,9.0,2,8,1,1,4.0,3.0,2.0,2,3,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1093,26,0,1.25,2,1129,1,2,270.4,0.0,13,8,0,8.0,6,7,7,6,3.0,1.0,2.0,4,3,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1094,29,0,1.25,4,1130,1,2,272.47999999999996,0.0,22,8,0,6.0,2,5,0,2,1.0,1.0,2.0,4,4,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1095,32,0,1.875,1,1131,1,3,807.17,5.0,17,8,1,9.0,5,5,1,2,3.0,4.0,3.0,4,3,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1096,31,0,15.625,5,1132,0,2,2347.93,1.0,14,8,1,10.0,2,10,8,7,4.0,1.0,3.0,3,3,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1097,28,1,4.375,5,1133,0,2,2225.99,5.0,15,8,1,6.0,2,4,0,3,3.0,4.0,2.0,2,3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1098,38,0,5.625,2,1134,1,3,308.36,4.0,12,8,0,20.0,3,1,0,0,1.0,1.0,2.0,2,3,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1099,35,0,3.125,3,1135,1,2,634.79,1.0,18,8,1,10.0,1,10,0,9,3.0,4.0,3.0,1,3,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1100,27,0,1.25,3,1136,0,1,507.52,1.0,15,8,0,7.0,2,7,0,7,4.0,4.0,3.0,3,3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1101,32,0,5.0,1,1137,0,2,601.51,8.0,17,8,1,8.0,2,1,0,0,4.0,4.0,3.0,2,3,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1102,31,1,1.25,1,1138,1,3,922.2199999999999,1.0,14,8,1,10.0,2,10,0,8,1.0,4.0,3.0,3,3,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1103,53,1,11.25,3,1139,1,1,444.98999999999995,6.0,15,8,1,15.0,4,2,2,2,1.0,1.0,2.0,3,3,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1104,54,0,8.75,3,1140,1,3,867.62,3.0,17,8,1,9.0,2,4,2,3,1.0,3.0,2.0,3,3,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1105,33,0,1.25,4,1141,0,4,2194.4,1.0,14,8,3,9.0,2,9,2,8,4.0,3.0,3.0,3,3,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1106,43,0,1.875,3,1142,1,1,1182.22,1.0,12,8,1,10.0,0,10,0,9,1.0,3.0,3.0,3,3,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1107,38,0,1.25,5,1143,0,4,1097.98,0.0,14,8,0,7.0,3,6,1,2,4.0,2.0,3.0,2,3,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1108,55,0,5.625,3,1144,1,2,1549.08,4.0,15,8,1,35.0,3,10,1,4,3.0,2.0,3.0,2,3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1109,31,0,3.75,3,1145,1,1,589.42,1.0,13,8,0,1.0,2,1,0,0,4.0,4.0,3.0,3,3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1110,39,0,2.5,3,1146,1,2,1280.76,0.0,12,8,1,21.0,5,20,11,10,2.0,1.0,3.0,2,3,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1111,42,0,6.25,4,1147,0,2,799.63,1.0,13,8,1,20.0,3,20,3,7,4.0,3.0,3.0,3,3,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1112,31,0,8.75,2,1148,1,2,299.26,4.0,14,8,0,13.0,3,11,4,8,3.0,3.0,4.0,3,3,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1113,54,0,0.625,3,1149,0,2,307.06,6.0,13,8,1,9.0,2,5,1,4,3.0,1.0,3.0,4,3,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1114,24,0,3.125,4,1150,1,1,2321.93,1.0,11,8,2,4.0,5,4,1,2,2.0,3.0,2.0,1,3,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1115,23,0,4.375,3,1151,1,2,2494.31,1.0,11,8,1,5.0,2,5,1,4,4.0,4.0,4.0,3,3,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1116,40,0,13.125,3,1152,0,3,2563.21,1.0,21,8,0,10.0,1,10,9,4,4.0,3.0,4.0,2,4,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1117,40,0,5.0,1,1153,0,5,460.71999999999997,3.0,18,8,3,15.0,3,11,5,10,2.0,2.0,3.0,2,3,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1118,25,0,12.5,5,1154,0,2,1105.0,4.0,12,8,0,6.0,2,2,1,2,3.0,2.0,3.0,3,3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1119,30,0,12.5,4,1155,1,2,605.93,1.0,11,8,0,12.0,3,12,1,7,4.0,2.0,2.0,2,3,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1120,25,0,4.375,2,1156,1,5,533.39,6.0,15,8,1,7.0,2,2,0,2,4.0,3.0,2.0,3,3,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1121,47,0,0.625,4,1157,1,2,552.37,2.0,13,8,1,25.0,2,17,12,11,1.0,3.0,3.0,2,3,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1122,33,0,0.625,3,1158,1,2,1823.3799999999999,1.0,12,8,0,1.0,4,1,0,0,2.0,3.0,2.0,3,3,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1123,38,0,11.875,3,1159,0,2,896.0899999999999,0.0,17,8,0,16.0,3,15,5,8,4.0,2.0,3.0,3,3,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1124,31,0,6.25,4,1160,0,3,796.25,0.0,13,8,1,3.0,3,2,1,2,1.0,3.0,3.0,3,3,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1125,38,0,0.625,4,1161,1,2,476.96999999999997,2.0,19,8,0,10.0,2,8,7,7,1.0,3.0,3.0,3,3,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1126,42,0,3.75,3,1162,1,2,1301.04,6.0,19,8,1,9.0,3,4,1,2,4.0,1.0,2.0,1,3,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1127,41,0,1.25,2,1163,1,1,310.31,3.0,17,8,1,12.0,1,5,1,0,4.0,4.0,3.0,1,3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1128,47,0,13.125,2,1164,1,1,603.0699999999999,0.0,11,8,1,14.0,2,13,5,12,3.0,2.0,1.0,2,3,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1129,35,0,2.5,3,1165,1,2,1026.74,7.0,15,8,0,5.0,2,2,2,2,4.0,3.0,3.0,2,3,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1130,22,0,7.5,1,1166,1,2,329.41999999999996,0.0,11,8,0,4.0,1,3,1,2,4.0,3.0,4.0,3,3,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1131,35,0,5.625,3,1167,0,2,1708.4599999999998,1.0,25,8,2,10.0,4,10,0,8,2.0,3.0,3.0,3,4,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1132,33,0,1.875,4,1168,1,3,209.42999999999998,0.0,14,8,0,10.0,2,9,8,1,2.0,4.0,3.0,2,3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1133,32,0,1.875,2,1169,1,3,697.1899999999999,1.0,13,8,0,6.0,4,6,4,1,3.0,2.0,3.0,3,3,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1134,40,0,0.625,4,1170,1,2,659.23,8.0,17,8,1,8.0,3,1,0,0,1.0,4.0,2.0,2,3,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1135,32,0,0.625,2,1171,1,3,1780.35,0.0,13,8,0,3.0,3,2,2,2,2.0,2.0,3.0,3,3,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1136,39,0,2.5,4,1172,1,1,1742.26,7.0,14,8,1,18.0,1,7,1,7,1.0,4.0,3.0,3,3,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1137,38,0,12.5,4,1173,0,2,263.77,3.0,11,8,1,20.0,3,18,1,11,2.0,3.0,3.0,2,3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1138,32,0,11.25,3,1174,1,2,829.01,1.0,12,8,2,14.0,3,14,5,7,3.0,4.0,3.0,3,3,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1139,37,0,0.625,3,1175,0,4,705.77,1.0,17,8,1,16.0,3,16,6,8,3.0,4.0,3.0,3,3,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1140,25,0,1.25,4,1176,0,2,362.05,0.0,21,8,0,6.0,2,5,0,4,1.0,3.0,2.0,3,4,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1141,52,0,1.25,4,1177,1,1,599.8199999999999,2.0,16,8,1,16.0,3,9,0,0,1.0,4.0,2.0,3,3,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1142,44,0,5.0,1,1178,0,1,339.3,6.0,15,8,0,6.0,2,4,1,2,2.0,4.0,3.0,3,3,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1143,21,0,6.25,5,1179,1,3,869.31,1.0,19,8,3,2.0,0,2,1,2,3.0,1.0,3.0,3,3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1144,39,0,1.875,4,1180,0,2,614.12,2.0,12,8,1,21.0,4,6,1,3,4.0,4.0,2.0,4,3,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1145,23,1,1.25,4,1181,0,2,803.27,1.0,11,8,0,1.0,3,1,1,0,4.0,1.0,2.0,3,3,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1146,36,0,15.0,3,1182,0,2,795.5999999999999,0.0,19,8,0,10.0,2,9,3,4,1.0,4.0,3.0,3,3,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1147,36,0,10.0,1,1183,1,2,1377.48,7.0,15,8,0,18.0,3,4,0,2,4.0,2.0,3.0,2,3,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1148,56,0,5.0,1,1184,1,1,710.7099999999999,1.0,20,8,0,13.0,6,13,1,9,3.0,3.0,2.0,2,4,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1149,29,1,5.625,4,1185,1,2,389.47999999999996,9.0,25,8,0,4.0,4,2,2,2,1.0,4.0,4.0,3,4,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1150,42,0,10.625,1,1186,1,3,1299.74,5.0,24,8,2,24.0,3,22,4,14,1.0,3.0,2.0,2,4,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
