Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating
45,No,Travel_Rarely,Sales,1.875,3,Life Sciences,835,Male,3,Laboratory Technician,Married,465.4,4.0,20,8,1,8.0,1,5,0,3,4.0,4.0,3.0,2,4
42,No,Travel_Frequently,Human Resources,0.625,4,Technical Degree,836,Male,2,Manufacturing Director,Married,411.06,2.0,17,8,2,24.0,1,20,13,9,4.0,4.0,1.0,3,3
40,No,Travel_Rarely,Sales,6.25,1,Life Sciences,837,Female,1,Manufacturing Director,Married,848.12,0.0,13,8,1,9.0,2,8,7,1,1.0,1.0,4.0,4,3
33,No,Travel_Rarely,Research & Development,5.625,3,Medical,838,Female,2,Manufacturing Director,Married,376.87,1.0,17,8,0,15.0,3,15,5,7,2.0,3.0,3.0,2,3
40,No,Travel_Rarely,Sales,3.125,5,Life Sciences,839,Male,1,Manufacturing Director,Single,680.03,1.0,12,8,2,21.0,4,21,7,7,3.0,4.0,3.0,3,3
24,No,Travel_Rarely,Sales,6.25,2,Marketing,840,Male,1,Manufacturing Director,Divorced,306.28,0.0,13,8,0,2.0,5,1,0,0,3.0,1.0,3.0,3,3
40,No,Non-Travel,Research & Development,4.375,3,Medical,841,Male,1,Research Scientist,Divorced,364.0,3.0,12,8,2,8.0,0,2,2,2,4.0,4.0,3.0,2,3
45,No,Travel_Rarely,Research & Development,2.5,3,Medical,842,Female,3,Laboratory Technician,Divorced,1538.6799999999998,1.0,22,8,0,10.0,2,10,7,7,1.0,2.0,3.0,4,4
35,No,Travel_Rarely,Research & Development,6.25,1,Life Sciences,843,Male,1,Healthcare Representative,Married,1417.39,0.0,11,8,0,6.0,3,5,4,2,2.0,3.0,3.0,4,3
32,No,Travel_Rarely,Research & Development,13.75,4,Medical,844,Male,1,Sales Executive,Married,386.49,3.0,22,8,0,12.0,0,7,2,5,4.0,2.0,3.0,4,4
36,No,Travel_Rarely,Sales,5.625,3,Marketing,845,Female,4,Research Scientist,Single,1855.75,3.0,18,8,1,7.0,5,3,1,2,3.0,4.0,2.0,2,3
48,No,Travel_Rarely,Research & Development,7.5,4,Medical,846,Male,1,Laboratory Technician,Divorced,723.06,8.0,13,8,1,18.0,2,8,7,7,3.0,3.0,3.0,3,3
33,No,Travel_Rarely,Research & Development,5.625,1,Medical,848,Male,1,Healthcare Representative,Married,993.46,2.0,20,8,1,8.0,2,2,2,2,1.0,1.0,1.0,2,4
30,Yes,Travel_Rarely,Research & Development,0.625,3,Other,849,Male,3,Sales Executive,Married,2330.12,1.0,13,8,2,10.0,2,10,6,7,2.0,1.0,3.0,3,3
38,No,Travel_Frequently,Sales,5.625,3,Marketing,850,Male,1,Manufacturing Director,Married,676.52,3.0,13,8,1,10.0,2,6,1,2,3.0,3.0,3.0,3,3
35,No,Travel_Rarely,Sales,4.375,2,Life Sciences,851,Male,1,Sales Executive,Single,296.01,1.0,12,8,1,3.0,2,3,1,2,4.0,1.0,3.0,3,3
30,No,Travel_Rarely,Research & Development,8.75,3,Technical Degree,852,Male,5,Research Director,Married,363.35,3.0,13,8,0,9.0,4,4,1,3,3.0,2.0,3.0,3,3
35,Yes,Travel_Rarely,Research & Development,1.25,3,Medical,853,Female,1,Research Scientist,Divorced,329.16,1.0,13,8,0,1.0,2,1,0,0,1.0,1.0,3.0,1,3
53,Yes,Travel_Rarely,Research & Development,11.875,3,Life Sciences,854,Male,2,Manager,Married,332.67,0.0,25,8,0,34.0,2,33,1,9,3.0,4.0,3.0,3,4
38,Yes,Travel_Rarely,Research & Development,1.25,3,Medical,855,Female,3,Sales Executive,Married,638.04,4.0,19,8,1,7.0,3,5,1,4,3.0,2.0,3.0,2,3
32,No,Non-Travel,Research & Development,6.25,4,Life Sciences,856,Female,5,Research Scientist,Married,309.4,4.0,13,8,0,9.0,5,6,1,2,4.0,1.0,2.0,3,3
48,No,Travel_Rarely,Research & Development,1.25,5,Life Sciences,857,Male,1,Sales Executive,Married,619.4499999999999,8.0,12,8,1,10.0,4,8,7,6,3.0,1.0,2.0,3,3
34,No,Travel_Rarely,Research & Development,1.875,3,Life Sciences,858,Male,2,Sales Executive,Single,265.72,1.0,11,8,0,1.0,2,1,0,0,1.0,4.0,1.0,3,3
55,No,Travel_Rarely,Research & Development,6.875,1,Medical,859,Female,1,Laboratory Technician,Married,350.09,1.0,18,8,0,36.0,6,36,2,13,3.0,4.0,3.0,2,3
26,No,Travel_Rarely,Research & Development,2.5,3,Life Sciences,861,Male,1,Research Director,Married,428.22,1.0,11,8,0,1.0,6,1,0,0,1.0,4.0,3.0,3,3
38,No,Travel_Rarely,Research & Development,1.25,3,Life Sciences,863,Female,1,Manufacturing Director,Single,361.14,2.0,13,8,0,8.0,5,3,1,2,2.0,2.0,4.0,2,3
36,No,Travel_Rarely,Human Resources,0.625,3,Human Resources,864,Male,1,Research Scientist,Single,309.01,6.0,13,8,2,15.0,3,1,0,0,2.0,3.0,3.0,3,3
29,No,Travel_Rarely,Research & Development,6.25,3,Life Sciences,865,Male,1,Sales Representative,Single,312.52,1.0,17,8,0,10.0,3,10,1,5,2.0,1.0,3.0,2,3
35,No,Travel_Rarely,Sales,7.5,2,Life Sciences,866,Female,2,Sales Executive,Single,301.34,3.0,19,8,0,10.0,4,5,0,4,1.0,3.0,3.0,4,3
39,No,Travel_Rarely,Sales,1.25,2,Medical,867,Female,1,Sales Executive,Married,261.04,2.0,12,8,0,11.0,3,7,7,6,4.0,3.0,3.0,3,3
29,No,Travel_Frequently,Research & Development,3.125,1,Medical,868,Female,1,Research Scientist,Divorced,811.7199999999999,1.0,22,8,0,6.0,3,6,1,3,1.0,4.0,4.0,3,4
50,No,Travel_Rarely,Research & Development,2.5,2,Medical,869,Female,1,Laboratory Technician,Married,363.87,4.0,12,8,1,27.0,0,1,0,0,3.0,3.0,3.0,1,3
23,No,Travel_Rarely,Research & Development,4.375,2,Life Sciences,870,Female,3,Manager,Married,1371.76,2.0,11,8,0,4.0,2,2,2,2,4.0,3.0,3.0,3,3
36,No,Travel_Frequently,Sales,13.125,3,Life Sciences,871,Male,2,Human Resources,Married,302.77,3.0,15,8,0,9.0,2,3,0,2,1.0,1.0,3.0,3,3
42,No,Travel_Rarely,Research & Development,5.0,2,Life Sciences,872,Female,5,Manager,Single,521.8199999999999,8.0,13,8,1,24.0,3,1,0,1,4.0,4.0,3.0,3,3
35,No,Travel_Rarely,Sales,2.5,3,Medical,873,Female,2,Laboratory Technician,Married,962.39,1.0,12,8,1,10.0,4,10,6,8,2.0,3.0,2.0,3,3
34,No,Travel_Frequently,Research & Development,15.625,1,Life Sciences,874,Female,1,Manager,Married,293.67,1.0,14,8,0,8.0,2,8,7,7,4.0,3.0,2.0,3,3
40,No,Travel_Rarely,Research & Development,0.625,4,Life Sciences,875,Male,2,Laboratory Technician,Married,901.16,1.0,13,8,0,5.0,5,5,1,2,4.0,1.0,3.0,3,3
43,No,Travel_Rarely,Research & Development,0.625,1,Other,876,Male,1,Manager,Divorced,608.14,5.0,25,8,1,8.0,0,6,0,2,4.0,2.0,3.0,4,4
35,No,Travel_Rarely,Sales,3.75,3,Marketing,877,Female,3,Sales Representative,Married,1765.66,1.0,17,8,1,1.0,3,1,0,1,3.0,4.0,2.0,2,3
46,No,Travel_Rarely,Research & Development,7.5,4,Technical Degree,878,Male,1,Laboratory Technician,Single,303.16,1.0,11,8,0,27.0,2,26,0,12,4.0,1.0,1.0,3,3
28,Yes,Travel_Rarely,Human Resources,0.625,3,Medical,879,Female,2,Laboratory Technician,Married,313.69,1.0,16,8,1,1.0,2,1,0,0,3.0,2.0,3.0,3,3
22,No,Non-Travel,Sales,10.625,2,Marketing,880,Male,3,Sales Executive,Married,1261.65,1.0,18,8,2,4.0,3,4,1,3,2.0,3.0,2.0,2,3
50,No,Travel_Frequently,Research & Development,1.875,3,Other,881,Male,2,Research Scientist,Married,558.22,2.0,20,8,0,32.0,2,30,12,13,2.0,3.0,3.0,2,4
32,No,Travel_Rarely,Research & Development,1.875,2,Life Sciences,882,Male,3,Research Scientist,Married,613.73,3.0,14,8,1,6.0,3,3,0,2,2.0,4.0,3.0,3,3
44,No,Travel_Rarely,Research & Development,6.25,3,Technical Degree,883,Male,3,Manager,Divorced,327.47,0.0,21,8,2,23.0,2,22,1,10,2.0,4.0,2.0,3,4
30,No,Travel_Rarely,Research & Development,2.5,3,Medical,884,Female,1,Research Director,Married,275.73,1.0,13,8,1,6.0,2,6,1,1,2.0,2.0,2.0,3,3
45,No,Travel_Rarely,Sales,18.125,2,Technical Degree,885,Female,2,Research Scientist,Single,386.49,1.0,12,8,0,10.0,2,10,1,4,3.0,1.0,3.0,3,3
45,No,Non-Travel,Sales,1.25,4,Life Sciences,886,Male,2,Manufacturing Director,Married,761.15,1.0,14,8,1,10.0,3,10,4,5,1.0,1.0,3.0,2,3
31,No,Travel_Frequently,Research & Development,4.375,3,Medical,887,Male,2,Research Scientist,Single,470.21,7.0,21,8,1,10.0,5,5,0,3,4.0,1.0,3.0,3,4
36,No,Travel_Rarely,Research & Development,11.25,1,Medical,888,Male,2,Manufacturing Director,Married,874.25,9.0,17,8,1,7.0,3,3,1,1,3.0,3.0,3.0,3,3
34,No,Travel_Frequently,Sales,17.5,4,Marketing,889,Male,5,Manufacturing Director,Divorced,1342.25,1.0,11,8,1,9.0,3,9,7,2,3.0,4.0,3.0,2,3
49,No,Travel_Rarely,Research & Development,0.625,4,Life Sciences,890,Male,3,Healthcare Representative,Married,903.37,1.0,14,8,1,10.0,2,9,1,4,3.0,1.0,2.0,3,3
39,No,Travel_Rarely,Research & Development,3.75,2,Life Sciences,891,Male,3,Research Scientist,Married,1379.1699999999998,2.0,17,8,1,10.0,2,7,7,7,2.0,1.0,3.0,3,3
27,No,Travel_Rarely,Research & Development,1.25,1,Life Sciences,892,Male,4,Research Scientist,Divorced,578.11,1.0,13,8,0,7.0,4,7,0,7,4.0,1.0,3.0,3,3
35,No,Travel_Rarely,Research & Development,1.25,3,Medical,893,Female,2,Sales Executive,Married,280.41,1.0,25,8,0,16.0,1,16,1,10,2.0,1.0,3.0,2,4
28,No,Travel_Rarely,Research & Development,14.375,3,Life Sciences,894,Male,3,Manufacturing Director,Divorced,598.13,0.0,15,8,2,6.0,2,5,0,0,2.0,1.0,2.0,3,3
21,No,Travel_Rarely,Research & Development,1.875,1,Life Sciences,895,Female,1,Laboratory Technician,Single,2222.87,1.0,14,8,1,3.0,2,2,2,2,3.0,4.0,3.0,3,3
18,Yes,Travel_Frequently,Research & Development,1.875,5,Medical,896,Male,1,Research Director,Single,322.27,1.0,12,8,1,0.0,2,0,0,0,2.0,4.0,4.0,2,3
47,No,Travel_Rarely,Research & Development,15.625,4,Medical,897,Male,2,Research Scientist,Married,1930.76,3.0,19,8,3,27.0,3,5,1,0,4.0,3.0,3.0,2,3
39,No,Travel_Rarely,Sales,1.25,4,Life Sciences,898,Male,1,Laboratory Technician,Divorced,944.32,0.0,17,8,0,11.0,5,10,0,7,3.0,3.0,3.0,3,3
40,No,Travel_Rarely,Research & Development,13.75,1,Life Sciences,899,Male,1,Laboratory Technician,Married,736.5799999999999,1.0,14,8,1,18.0,2,18,14,12,1.0,3.0,3.0,3,3
35,No,Non-Travel,Research & Development,18.125,3,Medical,900,Female,2,Sales Executive,Married,1016.99,1.0,13,8,1,15.0,3,14,2,9,3.0,3.0,3.0,3,3
37,No,Travel_Rarely,Research & Development,18.125,4,Technical Degree,901,Male,1,Laboratory Technician,Married,1024.4,3.0,12,8,1,9.0,2,4,0,2,3.0,3.0,2.0,4,3
39,No,Travel_Frequently,Research & Development,1.25,3,Technical Degree,902,Female,2,Manager,Single,1715.22,0.0,11,8,0,10.0,2,9,3,8,1.0,3.0,1.0,3,3
45,No,Travel_Rarely,Research & Development,17.5,3,Life Sciences,903,Female,2,Laboratory Technician,Divorced,658.7099999999999,1.0,11,8,2,10.0,3,10,3,9,4.0,4.0,3.0,2,3
38,No,Travel_Rarely,Research & Development,1.25,4,Life Sciences,904,Female,3,Sales Executive,Married,660.27,3.0,11,8,0,10.0,3,5,0,2,4.0,3.0,4.0,3,3
35,Yes,Travel_Rarely,Research & Development,1.25,3,Life Sciences,905,Male,3,Healthcare Representative,Married,301.73,9.0,12,8,1,15.0,0,13,6,0,4.0,1.0,3.0,3,3
37,No,Travel_Rarely,Research & Development,13.75,3,Life Sciences,906,Female,2,Healthcare Representative,Married,2267.72,1.0,14,8,0,8.0,4,8,7,7,2.0,2.0,1.0,3,3
40,No,Travel_Rarely,Research & Development,5.0,3,Technical Degree,907,Female,2,Healthcare Representative,Single,312.52,6.0,17,8,0,18.0,2,4,3,3,3.0,4.0,2.0,2,3
44,No,Travel_Frequently,Sales,1.25,2,Marketing,908,Male,1,Laboratory Technician,Married,448.76,4.0,11,8,1,14.0,2,10,0,2,1.0,4.0,3.0,2,3
48,No,Travel_Frequently,Sales,6.25,4,Marketing,909,Female,3,Manager,Married,295.1,2.0,14,8,3,23.0,2,2,2,2,3.0,4.0,3.0,3,3
24,No,Travel_Frequently,Research & Development,9.375,3,Life Sciences,911,Male,2,Research Scientist,Single,713.4399999999999,1.0,22,8,1,6.0,6,6,1,3,1.0,4.0,3.0,3,4
27,No,Travel_Rarely,Sales,6.25,4,Life Sciences,912,Male,3,Sales Executive,Married,2524.47,7.0,14,8,1,5.0,2,3,0,2,2.0,3.0,3.0,1,3
27,No,Travel_Frequently,Research & Development,4.375,3,Life Sciences,913,Male,1,Research Scientist,Single,365.43,2.0,20,8,0,6.0,3,4,1,2,4.0,4.0,2.0,3,4
40,Yes,Travel_Rarely,Sales,10.0,4,Marketing,914,Male,1,Research Director,Single,472.29,3.0,16,8,2,10.0,0,4,0,3,1.0,1.0,1.0,3,3
29,No,Travel_Rarely,Research & Development,12.5,1,Medical,915,Female,2,Manager,Single,541.1899999999999,9.0,15,8,1,8.0,4,5,1,4,3.0,3.0,3.0,2,3
36,No,Travel_Rarely,Research & Development,14.375,3,Life Sciences,916,Female,3,Sales Executive,Married,277.16,4.0,20,8,0,9.0,1,3,0,2,2.0,1.0,3.0,2,4
25,No,Travel_Frequently,Sales,3.125,1,Marketing,917,Male,4,Manufacturing Director,Divorced,1816.49,1.0,14,8,0,7.0,3,7,0,7,4.0,3.0,3.0,2,3
39,No,Travel_Rarely,Sales,6.25,3,Marketing,918,Female,2,Research Director,Married,348.92,4.0,12,8,0,7.0,2,5,1,0,4.0,2.0,3.0,3,3
49,No,Travel_Rarely,Sales,2.5,2,Life Sciences,919,Male,2,Research Director,Married,1409.85,3.0,24,8,0,27.0,4,4,1,2,1.0,2.0,3.0,2,4
50,No,Travel_Rarely,Research & Development,1.25,2,Medical,920,Male,3,Sales Executive,Divorced,569.01,5.0,12,8,1,19.0,2,14,1,11,4.0,1.0,3.0,2,3
20,No,Travel_Rarely,Research & Development,11.25,4,Medical,921,Female,2,Sales Executive,Single,486.59,1.0,13,8,1,2.0,2,2,2,2,3.0,3.0,3.0,3,3
34,No,Travel_Rarely,Research & Development,6.25,3,Medical,922,Male,3,Laboratory Technician,Divorced,539.24,1.0,11,8,0,11.0,3,11,7,9,4.0,2.0,3.0,3,3
36,No,Travel_Rarely,Research & Development,0.625,3,Life Sciences,923,Female,2,Healthcare Representative,Single,136.63,2.0,14,8,0,15.0,2,4,1,3,1.0,2.0,3.0,3,3
49,No,Travel_Rarely,Human Resources,3.75,2,Life Sciences,924,Female,2,Research Scientist,Married,1396.07,2.0,11,8,3,30.0,3,15,2,12,3.0,3.0,3.0,3,3
36,No,Non-Travel,Research & Development,5.0,4,Life Sciences,925,Male,4,Laboratory Technician,Married,1350.4399999999998,0.0,14,8,0,4.0,2,3,1,2,4.0,3.0,3.0,3,3
36,No,Travel_Rarely,Research & Development,1.25,2,Medical,926,Female,2,Healthcare Representative,Divorced,1484.08,6.0,16,8,0,13.0,2,5,0,4,4.0,1.0,3.0,3,3
54,No,Travel_Rarely,Sales,15.0,3,Marketing,927,Male,1,Laboratory Technician,Married,338.0,3.0,14,8,0,36.0,5,10,4,7,2.0,3.0,3.0,3,3
43,No,Travel_Rarely,Research & Development,1.25,4,Life Sciences,928,Female,1,Research Scientist,Married,314.86,1.0,11,8,1,14.0,2,14,6,11,3.0,3.0,3.0,3,3
35,Yes,Travel_Frequently,Research & Development,10.625,4,Medical,929,Male,1,Research Director,Single,711.36,3.0,11,8,1,13.0,3,11,6,7,4.0,4.0,4.0,2,3
38,No,Travel_Frequently,Research & Development,11.875,2,Life Sciences,930,Male,2,Research Scientist,Married,318.63,7.0,12,8,1,19.0,3,13,2,9,4.0,4.0,4.0,3,3
29,No,Travel_Rarely,Research & Development,0.625,2,Medical,931,Male,2,Sales Representative,Divorced,551.1999999999999,1.0,14,8,0,10.0,2,10,0,9,1.0,2.0,2.0,2,3
33,No,Travel_Rarely,Research & Development,4.375,3,Medical,932,Male,5,Sales Executive,Divorced,1429.87,1.0,18,8,3,6.0,3,6,0,4,4.0,4.0,3.0,2,3
31,No,Travel_Rarely,Research & Development,17.5,4,Technical Degree,934,Female,2,Sales Executive,Married,1656.46,1.0,11,8,0,10.0,4,10,0,2,1.0,4.0,3.0,2,3
49,No,Travel_Rarely,Research & Development,1.25,4,Medical,935,Male,1,Laboratory Technician,Divorced,549.51,4.0,18,8,0,17.0,3,2,2,2,4.0,1.0,2.0,2,3
38,No,Travel_Frequently,Sales,18.125,2,Medical,936,Female,1,Sales Executive,Single,509.21,1.0,15,8,3,4.0,2,4,3,3,4.0,2.0,3.0,3,3
47,No,Travel_Rarely,Research & Development,0.625,4,Medical,937,Male,3,Laboratory Technician,Divorced,2379.39,6.0,22,8,1,29.0,2,3,1,2,2.0,2.0,3.0,2,4
49,No,Travel_Rarely,Research & Development,13.125,3,Medical,938,Male,2,Manufacturing Director,Single,309.4,4.0,13,8,0,23.0,3,8,0,0,3.0,3.0,3.0,1,3
41,No,Travel_Rarely,Research & Development,15.0,4,Life Sciences,939,Female,4,Manager,Single,1784.38,3.0,12,8,0,21.0,6,2,0,2,4.0,3.0,3.0,4,3
20,No,Travel_Rarely,Research & Development,0.625,3,Life Sciences,940,Male,1,Sales Representative,Single,621.01,1.0,18,8,1,2.0,3,2,0,2,4.0,1.0,3.0,3,3
33,No,Non-Travel,Research & Development,11.25,2,Medical,941,Female,2,Healthcare Representative,Divorced,830.05,1.0,13,8,0,7.0,6,6,1,2,3.0,4.0,3.0,2,3
36,No,Travel_Rarely,Research & Development,1.25,2,Technical Degree,942,Male,3,Sales Executive,Married,2596.49,6.0,12,8,0,10.0,2,3,0,2,1.0,3.0,2.0,3,3
44,No,Travel_Rarely,Research & Development,5.625,3,Technical Degree,943,Female,3,Healthcare Representative,Divorced,891.93,4.0,12,8,0,8.0,2,2,2,2,3.0,4.0,3.0,2,3
23,Yes,Travel_Rarely,Human Resources,3.75,3,Life Sciences,944,Female,3,Laboratory Technician,Single,645.9699999999999,1.0,12,8,0,5.0,3,5,1,2,4.0,3.0,3.0,3,3
38,No,Travel_Rarely,Research & Development,6.875,2,Life Sciences,945,Male,1,Sales Executive,Married,2579.85,7.0,11,8,1,7.0,3,0,0,0,4.0,3.0,2.0,3,3
53,No,Travel_Rarely,Research & Development,15.0,3,Life Sciences,946,Male,4,Research Director,Married,1731.6,3.0,11,8,0,11.0,2,4,1,2,2.0,4.0,3.0,3,3
48,Yes,Travel_Frequently,Sales,6.25,2,Marketing,947,Male,1,Healthcare Representative,Married,825.11,2.0,12,8,1,19.0,3,9,7,7,4.0,3.0,3.0,1,3
32,Yes,Travel_Rarely,Sales,0.625,3,Life Sciences,948,Male,2,Research Scientist,Single,356.59,1.0,19,8,1,1.0,2,1,0,0,4.0,2.0,3.0,3,3
26,No,Non-Travel,Research & Development,11.25,2,Medical,949,Male,1,Human Resources,Single,1414.4,1.0,23,8,1,7.0,5,7,5,7,4.0,4.0,3.0,3,4
55,No,Travel_Rarely,Research & Development,14.375,1,Life Sciences,950,Male,5,Laboratory Technician,Divorced,304.46,5.0,11,8,2,8.0,2,4,1,2,1.0,2.0,3.0,3,3
34,No,Travel_Rarely,Sales,17.5,3,Life Sciences,951,Female,2,Research Scientist,Married,2294.5,1.0,19,8,1,15.0,6,15,4,13,2.0,4.0,4.0,1,3
60,No,Travel_Rarely,Sales,10.625,4,Medical,952,Male,1,Manager,Divorced,523.25,3.0,13,8,1,19.0,5,1,0,0,3.0,4.0,4.0,2,3
33,No,Travel_Rarely,Sales,1.875,3,Life Sciences,953,Male,3,Manager,Married,1264.25,1.0,11,8,0,14.0,0,14,2,13,2.0,2.0,3.0,3,3
37,No,Travel_Frequently,Research & Development,8.125,3,Life Sciences,954,Male,1,Laboratory Technician,Divorced,1547.52,1.0,12,8,1,6.0,4,6,1,3,3.0,4.0,2.0,3,3
34,No,Travel_Rarely,Research & Development,4.375,2,Life Sciences,955,Male,1,Healthcare Representative,Married,283.01,1.0,13,8,0,10.0,5,10,8,7,2.0,4.0,3.0,3,3
23,Yes,Travel_Rarely,Research & Development,7.5,2,Medical,956,Male,2,Research Scientist,Divorced,978.25,1.0,14,8,2,3.0,2,3,0,2,3.0,4.0,3.0,3,3
44,No,Travel_Rarely,Human Resources,0.625,3,Life Sciences,957,Male,1,Research Scientist,Married,628.42,1.0,14,8,0,9.0,1,8,6,7,3.0,4.0,3.0,4,3
35,No,Travel_Frequently,Research & Development,8.125,3,Life Sciences,958,Male,3,Sales Executive,Single,265.46,0.0,16,8,0,6.0,2,5,1,4,1.0,4.0,4.0,3,3
43,No,Travel_Rarely,Research & Development,15.625,4,Life Sciences,959,Male,2,Sales Executive,Married,288.6,1.0,11,8,0,10.0,2,10,8,8,4.0,4.0,3.0,1,3
24,No,Travel_Rarely,Research & Development,3.75,3,Life Sciences,960,Male,3,Sales Executive,Married,136.76,1.0,13,8,0,5.0,3,5,0,4,3.0,3.0,3.0,3,3
41,No,Travel_Rarely,Sales,3.75,4,Marketing,961,Male,1,Research Scientist,Single,366.73,1.0,17,8,0,10.0,3,10,8,7,4.0,3.0,3.0,3,3
29,No,Travel_Rarely,Research & Development,1.25,2,Life Sciences,962,Male,2,Research Scientist,Married,2500.81,9.0,11,8,1,9.0,2,5,1,2,4.0,3.0,3.0,3,3
36,No,Travel_Rarely,Human Resources,0.625,4,Life Sciences,963,Female,3,Research Scientist,Single,533.91,3.0,11,8,1,17.0,2,13,6,7,3.0,4.0,2.0,1,3
45,No,Non-Travel,Sales,1.25,3,Life Sciences,964,Female,2,Manufacturing Director,Married,1091.48,3.0,15,8,2,25.0,3,23,14,4,3.0,3.0,2.0,2,3
24,Yes,Travel_Rarely,Sales,3.75,2,Medical,965,Female,2,Manager,Married,260.91,1.0,12,8,0,1.0,2,1,0,0,4.0,3.0,3.0,2,3
47,Yes,Travel_Frequently,Research & Development,0.625,3,Medical,966,Female,2,Sales Executive,Married,2551.51,7.0,11,8,2,25.0,1,23,14,10,3.0,3.0,1.0,3,3
26,No,Travel_Rarely,Research & Development,5.625,1,Medical,967,Male,1,Sales Executive,Married,1389.1799999999998,1.0,14,8,1,3.0,2,3,0,2,4.0,3.0,4.0,3,3
45,No,Travel_Rarely,Research & Development,0.625,4,Life Sciences,968,Male,1,Research Director,Single,382.46,1.0,22,8,1,21.0,4,21,8,6,4.0,2.0,3.0,3,4
32,No,Travel_Frequently,Sales,0.625,1,Marketing,969,Male,2,Laboratory Technician,Married,1151.54,6.0,16,8,1,10.0,2,5,1,3,1.0,3.0,2.0,3,3
31,No,Travel_Rarely,Research & Development,8.75,2,Life Sciences,970,Male,1,Sales Executive,Married,2178.28,1.0,11,8,2,6.0,5,5,0,3,2.0,3.0,4.0,3,3
41,No,Non-Travel,Sales,1.25,2,Medical,971,Male,2,Research Scientist,Married,1403.74,6.0,14,8,2,10.0,5,3,1,2,3.0,2.0,3.0,1,3
40,No,Travel_Rarely,Research & Development,13.75,2,Technical Degree,972,Male,1,Healthcare Representative,Married,301.99,2.0,16,8,1,18.0,2,1,0,0,2.0,1.0,3.0,3,3
24,No,Travel_Rarely,Research & Development,1.875,3,Life Sciences,973,Female,1,Research Scientist,Divorced,184.08,1.0,15,8,1,6.0,3,6,1,2,2.0,1.0,4.0,2,3
46,No,Travel_Rarely,Research & Development,3.75,3,Medical,974,Male,4,Sales Executive,Single,599.9499999999999,6.0,12,8,0,19.0,3,10,0,9,3.0,2.0,3.0,2,3
35,No,Travel_Rarely,Sales,5.0,4,Life Sciences,975,Male,1,Laboratory Technician,Married,319.93,2.0,20,8,1,17.0,4,7,0,7,4.0,3.0,3.0,3,4
30,No,Travel_Rarely,Sales,5.625,4,Marketing,976,Male,1,Laboratory Technician,Married,1133.86,1.0,17,8,1,10.0,3,10,0,8,2.0,4.0,2.0,3,3
47,No,Non-Travel,Research & Development,1.875,2,Life Sciences,977,Female,2,Sales Executive,Married,514.15,7.0,12,8,1,4.0,5,1,0,0,3.0,2.0,1.0,3,3
46,No,Travel_Rarely,Research & Development,0.625,4,Technical Degree,978,Female,3,Sales Executive,Divorced,1294.41,4.0,20,8,0,13.0,1,10,0,3,3.0,4.0,2.0,3,4
36,Yes,Travel_Rarely,Research & Development,0.625,3,Medical,979,Male,2,Manufacturing Director,Divorced,438.88,5.0,20,8,0,16.0,3,2,2,2,2.0,1.0,3.0,3,4
32,Yes,Travel_Rarely,Research & Development,16.25,3,Medical,980,Female,2,Research Director,Single,1146.99,6.0,13,8,2,10.0,3,0,0,0,1.0,2.0,3.0,3,3
23,No,Travel_Rarely,Sales,3.75,4,Life Sciences,981,Male,3,Manufacturing Director,Single,1341.86,1.0,14,8,2,3.0,2,3,1,2,3.0,2.0,1.0,3,3
31,No,Travel_Frequently,Sales,1.875,3,Marketing,982,Male,2,Sales Executive,Single,600.73,2.0,18,8,1,9.0,3,5,1,4,4.0,4.0,2.0,3,3
39,No,Non-Travel,Research & Development,1.875,3,Life Sciences,983,Female,2,Manufacturing Director,Married,1426.88,1.0,11,8,0,9.0,3,9,5,8,4.0,4.0,3.0,2,3
32,No,Travel_Rarely,Research & Development,3.75,3,Technical Degree,984,Male,1,Research Scientist,Married,475.8,3.0,11,8,2,10.0,0,4,0,2,4.0,3.0,1.0,2,3
40,No,Travel_Rarely,Sales,3.75,3,Life Sciences,985,Male,3,Manufacturing Director,Single,1362.66,1.0,11,8,1,21.0,6,21,12,8,2.0,2.0,2.0,2,3
45,No,Travel_Rarely,Research & Development,11.875,4,Medical,986,Male,1,Sales Representative,Married,925.47,4.0,15,8,0,9.0,2,5,0,3,3.0,3.0,4.0,3,3
30,No,Travel_Frequently,Sales,5.625,3,Life Sciences,987,Male,1,Research Director,Single,1245.66,0.0,12,8,1,10.0,2,9,0,7,4.0,1.0,3.0,3,3
30,Yes,Travel_Frequently,Research & Development,6.25,3,Life Sciences,989,Female,1,Human Resources,Divorced,286.91,6.0,14,8,0,6.0,4,4,1,2,3.0,4.0,2.0,3,3
31,No,Travel_Rarely,Research & Development,1.875,2,Life Sciences,990,Male,3,Laboratory Technician,Married,1008.28,1.0,15,8,2,6.0,3,5,0,2,1.0,3.0,3.0,4,3
27,No,Travel_Rarely,Sales,1.875,3,Life Sciences,991,Male,1,Manager,Single,870.2199999999999,1.0,13,8,1,6.0,2,6,1,4,3.0,4.0,2.0,2,3
